SKU,Description,Surplus Quantity,Value / Part ($),Value,Site Location of Surplus Part,Turns
10008625,"VALVE, BUTTERFLY, BODY TYPE: LUG, NOMINAL SIZE: 10INCH, END CONNECTION: FLANGED, PRESSURE RATING: CL150, TRIM MATERIAL: CF8M STAINLESS STEEL, MODEL: SERIES 41, MANUFACTURER: BRAY/MCCANNALOK",1.00,5.00,5.00,J1 Office,0
10009373,"MOTOR, AC, HORSEPOWER: 3HP, RPM: 1800RPM, VOLTAGE: 575VAC, FRAME: 182T, PHASE: 3PH, ENCLOSURE: TOTALLY ENCLOSED FAN COOLED, FREQUENCY: 60HZ, MANUFACTURER: TECO-WESTINGHOUSE, MANUFACTURER P/N: PDH00304TE5",1.00,5.00,5.00,J1 Office,0
10009008,"SHAFT, PUMP, MANUFACTURER: ROPER",1.00,5.00,5.00,J1 Office,0
10028215,"MOTOR, AC, HORSEPOWER: 200HP, RPM: 3600RPM, VOLTAGE: 575VAC, FRAME: 447TS, PHASE: 3PH, ENCLOSURE: TOTALLY ENCLOSED FAN COOLED, FREQUENCY: 60HZ, EFFICIENCY: 95.4, INSULATION CLASS: F, SERVICE FACTOR: 1.15, MANUFACTURER: TECO-WESTINGHOUSE, MANUFACTURER P/N: PDH 20025",1.00,5.00,5.00,J1 Office,0
10009067,"VALVE, NO MODIFIER, TYPE: ROTARY, NOMINAL SIZE: 8INCH, END CONNECTION: FLANGED, PRESSURE RATING: 15PSI, TRIM MATERIAL: STANDARD, MATERIAL: STAINLESS STEEL, OPERATOR: MOTOR, MANUFACTURER: ROTOLOK, MANUFACTURER P/N: 20RVCCMA1B000A A",1.00,5.00,5.00,J1 Office,0
10027150,"BLANKET, NO MODIFIER, TYPE: PINS/KEEPERS",2.00,5.00,10.00,J1 Office,0
10027146,"TUBE, NO MODIFIER, TYPE: SINGLE RANDOMS, INSIDE DIAMETER: 3 5/8"", OUTSIDE DIAMETER: 4.5"", LENGTH: 4"", MATERIAL: CR/MO ALLY STEEL, WALL THICKNESS: .438"", CONNECTION: SEAMLESS, MATERIAL STANDARD: SA335 GRADE P11",6.00,5.00,30.00,J1 Office,0
10001343,"SEAL, TR5 DBG PFDB HL STL",1.00,5.00,5.00,J1 Office,0
10012076,"SEAL, TR5 DBG PFDB STL (P-8147)",1.00,5.00,5.00,J1 Office,0
10007841,"PUMP, TJ12000 AR 29/11B #10 (P-8147)",1.00,5.00,5.00,J1 Office,0
10009825,"PUMP, SUBMERSIBLE, TYPE: MULTISTAGE, SIZE: 6-3/4INCH, MODEL: TJ, MANUFACTURER: WOOD GROUP",1.00,5.00,5.00,J1 Office,0
10013771,"CASING, 5 1/2"" T&C LTC R3 ERW",1.00,5.00,5.00,J1 Office,0
10003042,"ELEMENT, TEMPERATURE, TYPE: SMARTGUARD V HTP STL HDI, PRIOR MM NUMBER(S): J1-14822",1.00,5.00,5.00,J1 Office,0
10003736,"COUPLING, CONDUIT, SIZE: 1 3/16INCH",1.00,5.00,5.00,J1 Office,0
10014621,"SENSOR, NO MODIFIER",1.00,5.00,5.00,J1 Office,0
10001344,"MOTOR, AC, FRAME: E56-09",1.00,5.00,5.00,J1 Office,0
10018414,BASE MTR E56 BOB SNR WIRE FILTER ASSY (P-8147),1.00,5.00,5.00,J1 Office,0
10020807,"SLEEVE, NO MODIFIER, TYPE: ROTATING, APPLICATION: P-1100, MANUFACTURER: SULZER",1.00,5.00,5.00,J1 Office,0
10020808,"SLEEVE, NO MODIFIER, TYPE: ROTATING, APPLICATION: P-1170",1.00,5.00,5.00,J1 Office,0
10018735,"CLAMP, NO MODIFIER, TYPE: CHAIN WHEEL OPERATOR, MANUFACTURER: ROTO-HAMMER, MANUFACTURER P/N: CL-15",3.00,5.00,15.00,J1 Office,0
10018738,"VALVE, CHECK, CHECK TYPE: PISTON, NOMINAL SIZE(S): 2INCH, END CONNECTION: RAISED FACE, PRESSURE RATING: CL300, TRIM MATERIAL: STANDARD, BODY MATERIAL: CARBON STEEL",1.00,5.00,5.00,J1 Office,0
10018740,"VALVE, NO MODIFIER, TYPE: TOGGLE, NOMINAL SIZE: 1/4INCH, END CONNECTION: TUBE FITTING, PRESSURE RATING: 200PSI, TRIM MATERIAL: 316 STAINLESS STEEL, MATERIAL: BRASS, FEATURES: ANGLE PATTERN, MODEL: 1G, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: B-1GS4-A",4.00,5.00,20.00,J1 Office,0
10018741,"VALVE, NO MODIFIER, TYPE: TOGGLE, NOMINAL SIZE: 1/4INCH, END CONNECTION: TUBE FITTING, PRESSURE RATING: 200PSI, TRIM MATERIAL: 316 STAINLESS STEEL, MATERIAL: BRASS, MODEL: 1G, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: B-1GS4",1.00,5.00,5.00,J1 Office,0
10027901,"VALVE, SEGMENTED 1A (WELLHEAD POSITION) 4-1/16"" 5000# D-6 (SOUR SERVICE) PSL1 PR1 LY (-46/650F) DD-NL (SOUR SERVICE API6A SPECS) HWO RATED WORKING PRESSURE 2000PSIG STEAM SERVICE",1.00,5.00,5.00,J1 Office,0
10027902,"VALVE, SEGMENTED 1B (WELLHEAD POSITION) 4-1/16"" 5000# D-6 (SOUR SERVICE) PSL1 PR1 LY (-46/650F) DD-NL (SOUR SERVICE API6A SPECS) HWO RATED WORKING PRESSURE 2000PSIG STEAM SERVICE",1.00,5.00,5.00,J1 Office,0
10000197,"MIXER, NO MODIFIER, TYPE: INTEGRATED TOTE, DRIVER: 4HP, MANUFACTURER: DYNAMIX, MANUFACTURER P/N: ITM-7230G-1P7M",2.00,5.00,10.00,J1 Office,0
10018744,"DIAPHRAGM, NO MODIFIER, TYPE: CAMFLEX, SIZE: 4 1/2INCH, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 35104-040-716",2.00,5.00,10.00,J1 Office,0
10018746,"DIAPHRAGM, NO MODIFIER, MANUFACTURER: BARBER ENG/CONTROLS, MANUFACTURER P/N: 021107-020-716",1.00,5.00,5.00,J1 Office,0
10019287,"FASTENER, BOLT, TYPE: STUD, SIZE: 7/8INCH, LENGTH: 7INCH, THREAD PITCH: 9UNC, GRADE: A193 B7M, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 40/CARTON",24.00,5.00,120.00,J1 Office,0
10018793,"TRANSMITTER, PRESSURE, RANGE: 0-2750PSI, PROCESS CONNECTION: 1/2"" FNPT, SENSOR MATERIAL: 316 STAINLESS STEEL, MOUNTING (REMOTE/INTEGRATED): INTEGRATED, MODEL: 264GS",1.00,5.00,5.00,J1 Office,0
10019505,"LEAD, ELECTRICAL, TYPE: COLD, APPLICATION: HEAT TRACE, MANUFACTURER P/N: 7DC-103",1.00,5.00,5.00,J1 Office,0
10026900,"SUPPLIES, LABORATORY, TYPE: COIL INSTRUMENTATION, MANUFACTURER P/N: 1.5-0.109-OWTK",1.00,5.00,5.00,J1 Office,0
10026903,"SUPPLIES, LABORATORY, TYPE: COIL INSTRUMENTATION, MANUFACTURER P/N: 1.0-0.95-OWTK-FO",2.00,5.00,10.00,J1 Office,0
10018769,"TEE, PIPE, TYPE: STRAIGHT, NOMINAL PIPE SIZE(S): 3INCH, END PREPARATION(S): BUTTWELD, MATERIAL: A234 WPB CARBON STEEL, PRESSURE RATING: 3000PSI, SCHEDULE(S): SCH80, MATERIAL CLASS: WROUGHT",1.00,5.00,5.00,J1 Office,0
10011810,"TRAY, NO MODIFIER, TYPE: STRAIGHT CABLE, SIZE: 4INCH W X 3M L, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS",6.00,5.00,30.00,J1 Office,0
10028694,"CYLINDER, GAS, APPLICATION: AIR ZERO, CAPACITY: 10.1STANDARD CUBIC FEET, MANUFACTURER P/N: SPG-AIRZER50",4.00,5.00,20.00,J1 Office,0
10000066,"VALVE, SOLENOID, TYPE (PILOT/DIRECT): DIRECT, NOMINAL SIZE: 1/4INCH, VOLTAGE: 120VAC, POWER RATING: 60HZ, PRESSURE RATING: 235PSI, END CONNECTION: FNPT, OPERATING MODE: NORMALLY OPEN, SEAL MATERIAL: BUNA N, BODY MATERIAL: CARBON STEEL, MANUFACTURER: SULLAIR, MANUFACTURER P/N: 2250125-657",2.00,5.00,10.00,J1 Office,0
10000076,"FASTENER, BOLT, TYPE: U-BOLT, SIZE: 3/8INCH, LENGTH: 4INCH, THREAD PITCH: 16UNC, GRADE: 5, MATERIAL: CARBON STEEL, FINISH: BLACK, WITH: 4 HEX NUTS",9.00,5.00,45.00,J1 Office,0
10000078,"VALVE, BALL, TYPE: FLOATING, NOMINAL SIZE(S): 2"", END CONNECTION: RAISED FACE FLANGED, PRESSURE RATING: 150CL, TRIM MATERIAL: NACE, PORT TYPE: REDUCED, CONSTRUCTION: 1 PIECE, METHOD OF OPERATION/OPERATOR: LEVER, BODY MATERIAL: CARBON STEEL, SEAT MATERIAL: VIRGIN TFM, SEAL MATERIAL: PTFE, MODEL: 5400, MANUFACTURER: PBV, MANUFACTURER P/N: C-5410-31-2236-FT-NL",1.00,5.00,5.00,J1 Office,0
10000103,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 8INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON",28.00,5.00,140.00,J1 Office,0
10000107,"COUPLING, PIPE, TYPE (HALF/FULL): FULL, NOMINAL PIPE SIZE: 4INCH, END CONNECTION(S): THREADED, PRESSURE RATING: 3000#, MATERIAL: CARBON STEEL, MATERIAL GRADE: SA105N, DIMENSIONAL STANDARD: DN100",3.00,5.00,15.00,J1 Office,0
10000120,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 24INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 300PSI, MATERIAL: DURLON 8500",6.00,5.00,30.00,J1 Office,0
10000122,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 1/2INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 300-600PSI, MATERIAL: 316SS GRAPH 316SS IR",13.00,5.00,65.00,J1 Office,0
10000133,"FASTENER, BOLT, TYPE: STUD, SIZE: 1/2INCH, LENGTH: 3 1/4INCH, THREAD PITCH: 13UNC, GRADE: B7, MATERIAL: ALLOY STEEL, FINISH: TEFLON COATED",31.00,5.00,155.00,J1 Office,0
10000165,"BUSHING, CONDUIT, TYPE: KNOCKOUT, SIZE: 1/2INCH, CONNECTION: KNOCKOUT, MATERIAL: PLASTIC, TEMPERATURE: 105DEGREES C, APPLICATION: RIGID/IMC CONDUITS, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: THS 3210",5.00,5.00,25.00,J1 Office,0
10000167,"CAP, PIPE, NOMINAL SIZE: 1-1/4INCH, END PREPARATION: FEMALE NATIONAL PIPE TAPER THD, PRESSURE RATING: 3000PSI, MATERIAL GRADE: SA105N, MATERIAL: CARBON STEEL, DIMENSIONAL STANDARD: DN32",2.00,5.00,10.00,J1 Office,0
10000175,"O-RING, NO MODIFIER, INSIDE DIAMETER: 11/16INCH, CROSS-SECTION: 3/32INCH, MATERIAL: TEFLON, AS568 STANDARD SIZE: -115, OUTSIDE DIAMETER: 7/8INCH, MANUFACTURER P/N: L1501300-TFE",12.00,5.00,60.00,J1 Office,0
10000182,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 1/8INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: THIN, TEMPERATURE RATING: -55-135DEGREES C, PACKAGING UNIT: 4'PCS 25/BX BLACK, MANUFACTURER: 3M",9.00,5.00,45.00,J1 Office,0
10000186,"KIT, GASKET, TYPE: BODY/SEAT, SIZE: 4INCH, MATERIAL: 316L SS/FLEX GRAPHITE, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 021004-451-999",3.00,5.00,15.00,J1 Office,0
10000198,"SIGHTGLASS, NO MODIFIER, TYPE: TUBULAR, SIZE: 5/8INCH X 70INCH, MATERIAL: PVC, COLOR: WHITE/OPAQUE",10.00,5.00,50.00,J1 Office,0
10000199,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 1/2INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H050GRAC",2.00,5.00,10.00,J1 Office,0
10000245,"BOX, ELECTRICAL, TYPE: CONTROL SYSTEM, SIZE: 10INCH X 8INCH X 6INCH, MATERIAL: FIBERGLASS, BOX TYPE: 4X, BRACKET TYPE: DIN RAIL, CIRCUITS: 4, MANUFACTURER: THERMON, MANUFACTURER P/N: MIQ-PJBFG-TB4DRMO",1.00,5.00,5.00,J1 Office,0
10000247,"COUPLING, CONDUIT, TYPE: ELBOW, SIZE: 3/4INCH, END STYLE: FULL THREADED, MATERIAL: 316 STAINLESS STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SA182F316/L",6.00,5.00,30.00,J1 Office,0
10000257,"STUD, B7 40 CARTON 7/8"" X 6 1/4""",40.00,5.00,200.00,J1 Office,0
10000263,"FLANGE, PIPE, TYPE: SPECTACLE BLIND, NOMINAL PIPE SIZE: 2INCH, FACE: RAISED, PRESSURE RATING: 150PSI, DIMENSIONAL STANDARD: ASME B16.48, MATERIAL GRADE: A516 70N, MATERIAL: CARBON STEEL, BORE SIZE: 2INCH, CONNECTION: FLANGE",4.00,5.00,20.00,J1 Office,0
10000265,"FASTENER, BOLT, TYPE: STUD, SIZE: 7/8INCH, LENGTH: 8INCH, THREAD PITCH: 9UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL",24.00,5.00,120.00,J1 Office,0
10000267,"LAMP, HIGH PRESSURE SODIUM, SIZE: 15.08INCH X 3.1INCH, WATTAGE: 1000WATTS, VOLTAGE: 456VOLTS, COLOR: CLEAR, MANUFACTURER: GENERAL ELECTRIC, MANUFACTURER P/N: LU1000/ECO",12.00,5.00,60.00,J1 Office,0
10000276,"NIPPLE, CONDUIT, SIZE: 3/4INCH, LENGTH: 4INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",7.00,5.00,35.00,J1 Office,0
10000310,"VALVE, BUTTERFLY, BODY TYPE: WAFER, NOMINAL SIZE: 6INCH, END CONNECTION: FLANGED, PRESSURE RATING: CL300, TRIM MATERIAL: 316 STAINLESS STEEL",1.00,5.00,5.00,J1 Office,0
10000382,"SPROCKET, DRIVE, TYPE: BUSHING, NUMBER OF TEETH: 23, BORE: 2 1/4INCH, MANUFACTURER P/N: 40BTB23H",1.00,5.00,5.00,J1 Office,0
10000387,"FLANGE RF BLD SA105N D&T 1/2""NPT PN50 DN80 3"" 300#",1.00,5.00,5.00,J1 Office,0
10000402,"KIT, GASKET, TYPE: HP VALVE, SIZE: 4INCH, PRESSURE RATING: 1500PSI, MATERIAL: INCONEL 600/GRAPHITE, MANUFACTURER: FISHER, MANUFACTURER P/N: N06600",1.00,5.00,5.00,J1 Office,0
10000404,"FLANGE, PIPE, TYPE: WELD NECK, NOMINAL PIPE SIZE: 4INCH, FACE: RAISED, PRESSURE RATING: 300PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 4INCH, WALL THICKNESS: 3/4INCH, CONNECTION: FLANGE",2.00,5.00,10.00,J1 Office,0
10000410,"TRANSMITTER, FLOW, TYPE: ELECTROMAGNETIC, RANGE: 0 TO 12 M/SEC, PROCESS CONNECTION: 4INCH CL150 FLANGE, SENSOR MATERIAL: NICKEL ALLOY 276, MOUNTING (REMOTE/INTEGRATED): INTEGRATED, SIGNAL CONNECTION: 1/2INCH NPT, MANUFACTURER: ROSEMOUNT, MANUFACTURER P/N: 8705THA040C1W0N0G2B3Q408Q",2.00,5.00,10.00,J1 Office,0
10000533,"CONNECTOR, ELECTRICAL, TYPE: HEAT TRACE, SIZE: 1/2 X 0.3INCH, AMPERAGE: NA, MATERIAL: STAINLESS STEEL, APPLICATION: HOT TO COLD",20.00,5.00,100.00,J1 Office,0
10000545,"PLATE, NO MODIFIER, TYPE: CONDUIT, SIZE: 4INCH, MATERIAL: ALUMINUM, MANUFACTURER P/N: BLN 9A-1044",17.00,5.00,85.00,J1 Office,0
10000556,"NIPPLE, CONDUIT, TYPE: CLOSE, SIZE: 1INCH, LENGTH: 1 1/2INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",6.00,5.00,30.00,J1 Office,0
10000560,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 3INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.3""",4.00,5.00,20.00,J1 Office,0
10000561,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 3/4INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: SA312, MATERIAL: STAINLESS STEEL, WALL THICKNESS: 0.154""",11.00,5.00,55.00,J1 Office,0
10000607,"PLUG, CONDUIT, SIZE: 1 1/4INCH, MATERIAL: POLYETHYLENE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: CI3510",20.00,5.00,100.00,J1 Office,0
10000635,"VALVE, GATE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD X THREADED, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL, MANUFACTURER: DOUGLAS CHERO, MANUFACTURER P/N: R253/WS/TS-A105-TR8",2.00,5.00,10.00,J1 Office,0
10000684,"CONNECTOR, ELECTRICAL, TYPE: LOCKING FORK, SIZE: 18-14GAUGE X #8STUD, AMPERAGE: 16 TO 32AMPS, VOLTAGE: 600VOLTS, MATERIAL: COPPER, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 14RB-8FL",18.00,5.00,90.00,J1 Office,0
10000692,"REGULATOR, PRESSURE, APPLICATION: GAS, RANGE: 0-35PSI, INLET SIZE: 1/4INCH, OUTLET SIZE: 1/4INCH, CONNECTION: FNPT, MATERIAL: CARBON STEEL, PRESSURE RATING: 250PSI, MANUFACTURER: FISHER, MANUFACTURER P/N: 67CF-1663-330892",2.00,5.00,10.00,J1 Office,0
10000694,"PUMP, DIAPHRAGM, TYPE: AIR OPERATED DOUBLE, SUCTION SIZE: 1/2INCH, DISCHARGE SIZE: 1/2INCH, FLOW RATE: 15.5GPM, MATERIAL: ALUMINUM, DIAPHRAGM MATERIAL: PTFE, MANUFACTURER: WILDEN, MANUFACTURER P/N: PX1/AAAAA/TNU/TF/ATF",2.00,5.00,10.00,J1 Office,0
10000705,"GASKET, RING OVAL, THICKNESS: 7/16INCH, MATERIAL: 316SS, API NUMBER: R45",6.00,5.00,30.00,J1 Office,0
10000707,"FLANGE, PIPE, TYPE: WELD NECK, NOMINAL PIPE SIZE: 1INCH, FACE: RAISED, PRESSURE RATING: 1500PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 1INCH, WALL THICKNESS: 1/8INCH",12.00,5.00,60.00,J1 Office,0
10000710,"GASKET, NO MODIFIER, TYPE: SPIRAL WOUND, INSIDE DIAMETER: 1 11/32INCH, OUTSIDE DIAMETER: 1 3/16INCH, THICKNESS: 9/64INCH, MATERIAL: SS/FLEX GRAPHITE 304, MANUFACTURER: DRESSER, MANUFACTURER P/N: 9291552779",2.00,5.00,10.00,J1 Office,0
10000792,"TEE, TUBE, TYPE: FEMALE RUN, TUBE SIZE: 1/4INCH, MATERIAL: STAINLESS STEEL, SIZE: 1/4INCH, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-400-3-4TFT",3.00,5.00,15.00,J1 Office,0
10000807,"TEE, TUBE, TYPE: HI TEMP STEAM, TUBE SIZE: 1/2INCH, MATERIAL: CARBON STEEL, SIZE: 1/2INCH, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: S-810-3ZSML",5.00,5.00,25.00,J1 Office,0
10000814,"FITTING, NO MODIFIER, TYPE: MI REPAIR, SIZE: 1/2 X 0.2INCH, MATERIAL: 316 STAINLESS STEEL, APPLICATION: HEAT TRACE",6.00,5.00,30.00,J1 Office,0
10000817,"LEAD, ELECTRICAL, TYPE: COLD, APPLICATION: HEAT TRACE, MANUFACTURER P/N: 4DC-123",7.00,5.00,35.00,J1 Office,0
10000827,"LAMP, HIGH PRESSURE SODIUM, SIZE: 7.75INCH X 2.94INCH, WATTAGE: 150WATTS, VOLTAGE: 55VOLTS, COLOR: CLEAR, MANUFACTURER: SYLVANIA, MANUFACTURER P/N: 67516",13.00,5.00,65.00,J1 Office,0
10000846,"PLUG, PIPE, TYPE: SOLID BULL, NOMINAL PIPE SIZE: 3/8INCH, END PREPARATION: MNPT, MATERIAL GRADE: A106A, MATERIAL: CARBON STEEL, MATERIAL STANDARD: WRB",28.00,5.00,140.00,J1 Office,0
10000888,"VALVE, BUTTERFLY, BODY TYPE: LUG, NOMINAL SIZE: 6INCH, END CONNECTION: FLANGED, PRESSURE RATING: CL150, TRIM MATERIAL: CF8M STAINLESS STEEL, MODEL: SERIES 41, MANUFACTURER: BRAY/MCCANNALOK",10.00,5.00,50.00,J1 Office,0
10000930,"INDICATOR, PRESSURE, TYPE: LIQUID FILLED GAUGE, RANGE: 0-2000PSI, DISPLAY/FACE SIZE: 4 1/2INCH, CONNECTION SIZE: 1/2INCH MNPT, CONNECTION LOCATION: BOTTOM MOUNT, CASING MATERIAL: STAINLESS STEEL",1.00,5.00,5.00,J1 Office,0
10000961,"BEARING, ROLLER, TYPE: SINGLE ROW, INSIDE DIAMETER: 25MILLIMETER, OUTSIDE DIAMETER: 52MILLIMETER, WIDTH: 15MILLMETER, MATERIAL: STEEL, MANUFACTURER: SKF, MANUFACTURER P/N: 6205/2RSH C3",3.00,5.00,15.00,J1 Office,0
10000963,"BOARD, CIRCUIT, TYPE: ANALOG OUTPUT, APPLICATION: GM31 TCU CONTROLLER, MANUFACTURER: SICK/MAIHAK, MANUFACTURER P/N: 2017599",1.00,5.00,5.00,J1 Office,0
10000967,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 3INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.218""",4.00,5.00,20.00,J1 Office,0
10000994,"PIN, NO MODIFIER, TYPE: SAFETY, LENGTH: 3/16INCH",21.00,5.00,105.00,J1 Office,0
10000998,"RECEPTACLE, ELECTRICAL, TYPE: GFIC, VOLTAGE: 125V, AMPERAGE: 20A, POLE: 2 POLE, CABLE SIZE: 14-10AWG, WIRE COUNT: 3, SIZE: 4.9INCH X A, POLE: 2 POLE, CABLE SIZE: 14-10AWG, WIRE COUNT: 3, SIZE: 4.9INCH X 3INCH X 1.8INCH, CONFIGURATION: 5-20R, COLOR: WHITE, MANUFACTU AWG, WIRE COUNT: 3, SIZE: 4.9INCH X 3INCH X 1.8INCH, CONFIGURATION: 5-20R, COLOR: WHITE, MANUFACTURER: LEVITON, MANUFACTURER P/N: 7899-W",1.00,5.00,5.00,J1 Office,0
10001015,"ELBOW, PIPE, NOMINAL PIPE SIZE: 3/8INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 2000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN10",8.00,5.00,40.00,J1 Office,0
10001027,"EXTINGUISHER, FIRE, TYPE: ABC, SIZE: 10LB, MANUFACTURER: BUCKEYE",1.00,5.00,5.00,J1 Office,0
10001033,"GASKET, NO MODIFIER, INSIDE DIAMETER: 18 9/16INCH, OUTSIDE DIAMETER: 19 9/16INCH, THICKNESS: 1/8INCH, APPLICATION: GLYCOL PUMP",3.00,5.00,15.00,J1 Office,0
10001040,"FUSE, TIME DELAY CLASS CC 15AMP 600V",4.00,5.00,20.00,J1 Office,0
10001041,"GASKET, FLANGE, TYPE: FULL FACE, NOMINAL SIZE: 24INCH, THICKNESS: 1/8INCH, MATERIAL: GARLOCK 3000, INSIDE DIAMETER: 24INCH, OUTSIDE DIAMETER: 32-3/4INCH, NUMBER OF BOLT HOLES: 28, MANUFACTURER: GARLOCK",1.00,5.00,5.00,J1 Office,0
10001043,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 16INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON",9.00,5.00,45.00,J1 Office,0
10001086,"UNION, TUBING, SIZE: 3/8INCH, END CONNECTION: FERRULE, MATERIAL: CARBON STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: S-600-6",7.00,5.00,35.00,J1 Office,0
10001087,"UNION, TUBING, SIZE: 1/2INCH, END CONNECTION: FERRULE, MATERIAL: CARBON STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: S-810-6",5.00,5.00,25.00,J1 Office,0
10001108,"BODY, CONDUIT OUTLET, TYPE: LB, SIZE: 3/4INCH, END CONNECTION: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: HUBBELL/KILLARK, MANUFACTURER P/N: OLB-2",1.00,5.00,5.00,J1 Office,0
10001125,"COUPLING, PIPE, TYPE (HALF/FULL): FULL, NOMINAL PIPE SIZE: 1/2INCH, END CONNECTION(S): FEMALE NATIONAL PIPE TAPER THD, PRESSURE RATING: NOT AVAILABLE, MATERIAL: STAINLESS STEEL",2.00,5.00,10.00,J1 Office,0
10001161,"FASTENER, BOLT, TYPE: U-BOLT, SIZE: 5/8INCH, LENGTH: 6INCH, THREAD PITCH: 11UNC, GRADE: 5, FINISH: BLACK, WITH: 4 HEX NUTS",8.00,5.00,40.00,J1 Office,0
10001194,"KIT, VALVE, TYPE: BV-1 SOFT GOODS, MANUFACTURER: PENTAIR, MANUFACTURER P/N: 06.2991.001",4.00,5.00,20.00,J1 Office,0
10001196,"CONNECTOR, SPLIT BOLT, TYPE: GROUNDING, SIZE: 1.54INCH X 0.62INCH, CONDUCTOR SIZE(S): 6-2GAUGE, CONDUCTOR MATERIAL: COPPER, CONNECTOR MATERIAL: COPPER, MANUFACTURER: BURNDY, MANUFACTURER P/N: KS23",6.00,5.00,30.00,J1 Office,0
10001197,"CONNECTOR, SPLIT BOLT, TYPE: GROUNDING, SIZE: 1.94INCH X 0.82INCH, CONDUCTOR SIZE(S): 2 - 2/0GAUGE STRANDED, CONDUCTOR MATERIAL: COPPER, CONNECTOR MATERIAL: COPPER, MANUFACTURER: BURNDY, MANUFACTURER P/N: KS26",9.00,5.00,45.00,J1 Office,0
10001198,"INDICATOR, PRESSURE, TYPE: GAUGE 1279, RANGE: 0-6000KPA, DISPLAY/FACE SIZE: 4 1/2INCH, CASING MATERIAL: PHENOLIC BLACK, MANUFACTURER: ASHCROFT",1.00,5.00,5.00,J1 Office,0
10001245,"BUSHING, GUIDE, TYPE: TAPER LOCKING, INSIDE DIAMETER: 28MILLIMETER, MATERIAL: STEEL, OUTSIDE DIAMETER: 2 1/4INCH, LENGTH: 1INCH, MANUFACTURER: GATES, MANUFACTURER P/N: 1610 28MM",2.00,5.00,10.00,J1 Office,0
10001249,"REDUCER, CONDUIT, TYPE: BUSHING, LARGE END NOMINAL SIZE: 1 1/4INCH, SMALL END NOMINAL SIZE: 1INCH, END STYLE: THREADED, MATERIAL: ALUMINUM, MANUFACTURER: COOPER CROUSE-HINDS, MANUFACTURER P/N: RE43SA",39.00,5.00,195.00,J1 Office,0
