IncidentDate,IncidentNumber,CauseCategory,CauseType,FailureType,IncidentType,Location,InjuryCount,FatalityCount,IncidentLSD,IncidentSection,IncidentTownship,IncidentRange,IncidentMeridian,LicenceNumber,LicenceType,IncidentNotificationDate,IncidentCompleteDate,Source,StrikeArea,FieldCentre,LicenseeID,LicenseeName,Jurisdiction,ReleaseOffsite,SensitiveArea,PublicAffected,EnvironmentAffected,WildlifeLivestockAffected,AreaAffected,PublicEvacuatedCount,ReleaseCleanupDate,PipelineLicenceSegmentID,PipelineLicenceLineNo,PipeDamageType,PipeTestFailure,PipelineOutsideDiameter(mm),PipeGrade,PipeWallThickness(mm),SubstanceReleased,VolumeReleased,VolumeRecovered,VolumeUnits,SubstanceReleased2,VolumeReleased2,VolumeRecovered2,VolumeUnits2,SubstanceReleased3,VolumeReleased3,VolumeRecovered3,VolumeUnits3,SubstanceReleased4,VolumeReleased4,VolumeRecovered4,VolumeUnits4,Location1
November 17 2012,20122337,Procedural or Design,Poor design,Casing Valve,Release,13-05-057-03W4,0,0,13,5,57,3,4,432482,Well Licence,November 17 2012,11/26/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,A23L,Twin Butte Energy Ltd.,Other First Nations,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/17/2012 12:00:00 AM,,,,,,,,Fresh Water,0,10,m3,Waste,0,1,m3,Crude Bitumen,4,2,m3,,,,,"(53.901967, -110.4233)"
November 16 2012,20122318,Equipment Failure,Malfunction,Tank Overflow,Release,16-18-084-18W5,0,0,16,18,84,18,5,380474,Well Licence,November 16 2012,12/31/2012 12:00:00 AM,Service Well,,Grande Prairie,0RL9,Baytex Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/26/2012 12:00:00 AM,,,,,,,,Fresh Water,10,,m3,,,,,,,,,,,,,"(56.2883, -116.824717)"
November 15 2012,20122312,Operator Error,Oversight,Valve Leak,Release,04-32-053-06W4,0,0,4,32,53,6,4,435593,Well Licence,November 16 2012,11/20/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/16/2012 12:00:00 AM,,,,,,,,Crude Bitumen,3.5,1,m3,Waste,0,16.6,m3,,,,,,,,,"(53.615033, -110.863517)"
November 15 2012,20122316,Equipment Failure,Mechanical/Strctural,Erosion,Release,07-08-093-12W4,0,0,7,8,93,12,4,409674,Well Licence,November 15 2012,11/22/2012 12:00:00 AM,Oil Well,DOVER,Bonnyville,54,Suncor Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/20/2012 12:00:00 AM,,,,,,,,Crude Bitumen,1.5,1.5,m3,Gas Production (Raw),0.1,0,103m3,Waste,0,0.2,m3,,,,,"(57.051617, -111.8937)"
November 14 2012,20122311,Equipment Failure,Malfunction,Equipment Failure,Release,13-06-093-12W4,0,0,13,6,93,12,4,448231,Well Licence,November 15 2012,12/04/2012 12:00:00 AM,Drilling Well,DOVER,Bonnyville,54,Suncor Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/14/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),5,4.5,m3,Waste,0,0.5,m3,,,,,,,,,"(57.044383, -111.93405)"
November 13 2012,20122355,Procedural or Design,Poor design,Fracturing Operation,Release,10-11-017-11W4,0,0,10,11,17,11,4,448934,Well Licence,November 22 2012,,Suspended Well,ALDSON,Medicine Hat,A5D4,Cenovus Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Carbon Dioxide,0.1,,103m3,,,,,,,,,,,,,"(50.42075, -111.410733)"
November 13 2012,20122356,Procedural or Design,Poor design,Fracturing Operation,Release,07-11-017-11W4,0,0,7,11,17,11,4,449157,Well Licence,November 22 2012,,Drilling Well,ALDSON,Medicine Hat,A5D4,Cenovus Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Carbon Dioxide,0.1,,103m3,,,,,,,,,,,,,"(50.417133, -111.410733)"
November 13 2012,20122348,Operator Error,Oversight,Tank Overflow,Release,01-08-027-03W5,,,1,8,27,3,5,443842,Well Licence,November 13 2012,11/22/2012 12:00:00 AM,Crude Oil Single Battery,LOCHEND,Midnapore,A5EL,Petrobakken Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/13/2012 12:00:00 AM,,,,,,,,Crude Oil,12.2,12.2,m3,Waste,0,14.8,m3,,,,,,,,,"(51.287367, -114.379833)"
November 13 2012,20122304,Equipment Failure,Mechanical/Strctural,Tank Leak,Release,03-32-034-05W5,0,0,3,32,34,5,5,171347,Well Licence,November 13 2012,11/21/2012 12:00:00 AM,Gas Well,CAROL,Red Deer,A2TG,TAQA North Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/21/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,Process Water,2.5,2.5,m3,,,,,,,,,"(51.956867, -114.6778)"
November 13 2012,20122281,,,,Release,05-15-050-26W4,0,0,5,15,50,26,4,448496,Well Licence,November 13 2012,,Suspended Well,LEDUC-WB,St. Albert,A637,NEP Canada ULC,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,,,,,,,,,Crude Oil,0.2,,m3,Fresh Water,0.7,,m3,,,,,,,,,"(53.314133, -113.729483)"
November 13 2012,20122286,Equipment Failure,Internal corrosion,Equipment Failure,Release,12-24-039-10W4,,,12,24,39,10,4,400367,Well Licence,November 13 2012,11/20/2012 12:00:00 AM,Oil Well,PROVOST,Wainwright,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/13/2012 12:00:00 AM,,,,,,,,Crude Oil,1,0.7,m3,Salt/Produced Water,19,12.8,m3,Gas Production (Raw),0.1,0,103m3,,,,,"(52.370167, -111.321533)"
November 12 2012,20122280,Equipment Failure,Malfunction,Equipment Failure,Release,11-34-078-08W6,0,0,11,34,78,8,6,192989,Well Licence,November 12 2012,12/03/2012 12:00:00 AM,Oil Well,PROGRESS,Grande Prairie,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/12/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,20,20,m3,Crude Oil,5,5,m3,,,,,,,,,"(55.804733, -119.154217)"
November 12 2012,20122276,Operator Error,Oversight,Tank Overflow,Release,08-35-055-06W4,0,0,8,35,55,6,4,95927,Well Licence,November 12 2012,11/20/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/13/2012 12:00:00 AM,,,,,,,,Crude Bitumen,3,2.8,m3,Waste,0,1,m3,,,,,,,,,"(53.793033, -110.77555)"
November 12 2012,20122272,Equipment Failure,Malfunction,Hi Level Switch,Release,08-15-060-20W5,0,0,8,15,60,20,5,446271,Well Licence,November 12 2012,11/28/2012 12:00:00 AM,Oil Well,KAYBOBS,St. Albert,A5RJ,TORC Oil & Gas Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/13/2012 12:00:00 AM,,,,,,,,Crude Oil,0.5,0.5,m3,,,,,,,,,,,,,"(54.1868, -116.9046)"
November 11 2012,20122395,Equipment Failure,Malfunction,Hi Level Switch,Release,16-16-065-23W5,0,0,16,16,65,23,5,230092,Well Licence,November 27 2012,,Service Well,ANTE,Grande Prairie,0HE9,Canadian Natural Resources Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,,,,,,,,,Crude Oil,0.1,,m3,Fresh Water,4,,m3,,,,,,,,,"(54.630583, -117.4077)"
November 09 2012,20122268,Equipment Failure,Malfunction,Equipment Failure,Release,05-35-059-21W4,0,0,5,35,59,21,4,448520,Well Licence,November 09 2012,11/28/2012 12:00:00 AM,Drilling Well,THORH,St. Albert,0T03,Shell Canada Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/09/2012 12:00:00 AM,,,,,,,,Waste,6.6,76,m3,Drilling Mud (HC Based),44,33.4,m3,,,,,,,,,"(54.1425, -113.0478)"
November 07 2012,20122254,Operator Error,Oversight,Operator Error,Release,08-22-048-01W4,,,8,22,48,1,4,437457,Well Licence,November 07 2012,01/09/2013 12:00:00 AM,Oil Well,LLOYD,Wainwright,A5EB,Marquee Energy Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/07/2012 12:00:00 AM,,,,,,,,Crude Oil,11.7,11.7,m3,Salt/Produced Water,1.3,1.3,m3,,,,,,,,,"(53.152, -110.057367)"
November 07 2012,20122261,Operator Error,Oversight,Stuffing Box,Release,13-06-027-03W5,0,0,13,6,27,3,5,436926,Well Licence,November 08 2012,11/14/2012 12:00:00 AM,Oil Well,COCHRANE,Midnapore,A2DE,TriOil Resources Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/07/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,0.3,0.3,m3,Waste,0,1,m3,Crude Oil,8.7,8.6,m3,,,,,"(51.283817, -114.420667)"
November 06 2012,20122252,Operator Error,Accidental,Operator Error,Release,02-09-062-20W5,0,0,2,9,62,20,5,447455,Well Licence,November 06 2012,11/09/2012 12:00:00 AM,Drilling Well,KAYBOBS,St. Albert,45,Chevron Canada Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/07/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),1,1,m3,,,,,,,,,,,,,"(54.343133, -116.935767)"
November 06 2012,20122253,Operator Error,Accidental,Valve Leak,Release,15-08-053-16W5,0,0,15,8,53,16,5,448802,Well Licence,November 06 2012,12/11/2012 12:00:00 AM,Oil Well,EDSON,Drayton Valley,A1NZ,Vero Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/06/2012 12:00:00 AM,,,,,,,,Crude Oil,0.3,2,m3,,,,,,,,,,,,,"(53.56825, -116.319833)"
November 05 2012,20122247,Operator Error,Non-procedural,Operator Error,Release,04-18-049-01W4,,,4,18,49,1,4,240745,Well Licence,November 06 2012,11/20/2012 12:00:00 AM,Oil Well,LLOYD,Wainwright,0BK8,Devon NEC Corporation,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/06/2012 12:00:00 AM,,,,,,,,Crude Oil,0.4,0.4,m3,,,,,,,,,,,,,"(53.221117, -110.148833)"
November 04 2012,20122256,Equipment Failure,Malfunction,Valve Failure,Release,16-21-048-02W4,,,16,21,48,2,4,411458,Well Licence,November 04 2012,11/07/2012 12:00:00 AM,Oil Well,LLOYD,Wainwright,0R46,Husky Oil Operations Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,11/04/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,12,11.5,m3,Waste,0,80,m3,,,,,,,,,"(53.1592, -110.227933)"
November 04 2012,20122235,Equipment Failure,Mechanical/Strctural,Flange Loose,Release,06-35-068-06W6,0,0,6,35,68,6,6,340321,Well Licence,November 04 2012,12/27/2012 12:00:00 AM,Suspended Well,GOLDCK,Grande Prairie,A267,Secure Energy Services Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/10/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,4,,m3,,,,,,,,,,,,,"(54.928583, -118.804533)"
November 03 2012,20122232,Operator Error,Accidental,Vehicle Accident,Release,13-27-084-20W5,0,0,13,27,84,20,5,437635,Well Licence,November 03 2012,,Oil Well,,Grande Prairie,0RL9,Baytex Energy Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/03/2012 12:00:00 AM,,,,,,,,Crude Oil,3,,m3,,,,,,,,,,,,,"(56.317883, -117.08065)"
November 02 2012,20122231,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,01-11-049-02W4,,,1,11,49,2,4,444562,Well Licence,November 02 2012,01/14/2013 12:00:00 AM,Oil Well,LLOYD,Wainwright,0K29,Devon Canada Corporation,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/03/2012 12:00:00 AM,,,,,,,,Crude Oil,3,3,m3,Waste,0,29.5,m3,,,,,,,,,"(53.206633, -110.179233)"
November 02 2012,20122244,Operator Error,Oversight,Operator Error,Release,03-12-056-04W4,0,0,3,12,56,4,4,382716,Well Licence,November 03 2012,11/14/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/02/2012 12:00:00 AM,,,,,,,,Crude Bitumen,4,4,m3,Fresh Water,0,1,m3,Waste,0,9.9,m3,,,,,"(53.818333, -110.466467)"
November 02 2012,20122238,Equipment Failure,Defect,Valve Leak,Release,04-30-049-11W5,,,4,30,49,11,5,438431,Well Licence,November 05 2012,12/10/2012 12:00:00 AM,Oil Well,PEMBINA,Drayton Valley,A5EL,Petrobakken Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,11/05/2012 12:00:00 AM,,,,,,,,Crude Oil,7,7,m3,,,,,,,,,,,,,"(53.252367, -115.60765)"
November 02 2012,20122226,Operator Error,Accidental,Vehicle Accident,Release,06-20-053-02W4,1,0,6,20,53,2,4,317583,Well Licence,November 02 2012,,Oil Well,MARW,Bonnyville,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,11/02/2012 12:00:00 AM,,,,,,,,Fresh Water,0,1,m3,Waste,0,6.9,m3,Crude Bitumen,0.2,0.2,m3,,,,,"(53.5895, -110.266717)"
November 01 2012,20122219,Operator Error,Oversight,Valve Leak,Release,01-08-063-08W4,0,0,1,8,63,8,4,443293,Well Licence,November 01 2012,11/07/2012 12:00:00 AM,Oil Well,SUGDEN,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,11/06/2012 12:00:00 AM,,,,,,,,Fresh Water,0,45,m3,Crude Bitumen,60,60,m3,Waste,0,40,m3,,,,,"(54.429467, -111.168417)"
October 31 2012,20122221,,,Fracturing Operation,Release,16-18-047-05W5,,,16,18,47,5,5,448974,Well Licence,November 01 2012,,Drilling Well,PEMBINA,Drayton Valley,A5EL,Petrobakken Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(53.059683, -114.711633)"
October 31 2012,20122217,Operator Error,Oversight,Operator Error,Release,04-26-033-03W5,0,0,4,26,33,3,5,447518,Well Licence,November 01 2012,01/21/2013 12:00:00 AM,Drilling Well,GARR,Red Deer,A5AX,Baccalieu Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,11/01/2012 12:00:00 AM,,,,,,,,Crude Oil,0.1,0,m3,Fresh Water,0.5,0,m3,,,,,,,,,"(51.855017, -114.329517)"
October 31 2012,20122223,,,Fracturing Operation,Release,05-16-047-05W5,,,5,16,47,5,5,425275,Well Licence,November 01 2012,,Oil Well,PEMBINA,Drayton Valley,A5EL,Petrobakken Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(53.052417, -114.68115)"
October 29 2012,20122201,Operator Error,Accidental,Operator Error,Release,03-27-049-02W4,,,3,27,49,2,4,445456,Well Licence,October 30 2012,01/14/2013 12:00:00 AM,Oil Well,LLOYD,Wainwright,0K29,Devon Canada Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/29/2012 12:00:00 AM,,,,,,,,Crude Oil,4,4,m3,,,,,,,,,,,,,"(53.250283, -110.215783)"
October 29 2012,20122192,Operator Error,Oversight,Tank Leak,Release,13-01-080-23W5,0,0,13,1,80,23,5,448328,Well Licence,October 29 2012,11/19/2012 12:00:00 AM,Suspended Well,TANGENT,Grande Prairie,A5Y4,Shoreline Energy Corp.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/29/2012 12:00:00 AM,,,,,,,,Drilling Mud (HC Based),3.5,1.5,m3,,,,,,,,,,,,,"(55.91065, -117.469317)"
October 28 2012,20122195,Equipment Failure,Malfunction,Valve Leak,Release,03-36-042-09W5,,,3,36,42,9,5,443981,Well Licence,October 28 2012,12/10/2012 12:00:00 AM,Oil Well,WILLGR,Red Deer,A1YC,Tournament Exploration Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,10/29/2012 12:00:00 AM,,,,,,,,Crude Oil,0.1,1,m3,,,,,,,,,,,,,"(52.655883, -115.1679)"
October 28 2012,20122189,Equipment Failure,Malfunction,Stuffing Box,Release,02-09-034-03W5,,,2,9,34,3,5,434317,Well Licence,October 28 2012,12/11/2012 12:00:00 AM,Oil Well,GARR,Red Deer,0YE3,Hyperion Exploration Corp.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,10/29/2012 12:00:00 AM,,,,,,,,Crude Oil,0.2,,m3,,,,,,,,,,,,,"(51.898733, -114.364867)"
October 28 2012,20122447,,,,Release,01-21-040-08W4,,,1,21,40,8,4,183345,Well Licence,October 28 2012,,Oil Well,PROVOST,Wainwright,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,,,,,,,,,Fresh Water,0,7,m3,Salt/Produced Water,41,41,m3,Corrosion Inhibited Water,0.5,0.5,m3,,,,,"(52.450117, -111.0877)"
October 27 2012,20122228,External,Natural Phenomena,Erosion,Release,14-28-074-08W6,,,14,28,74,8,6,448367,Well Licence,November 02 2012,,Drilling Well,LA GLACE,Grande Prairie,A58J,Capio Exploration Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Fresh Water,168,,m3,,,,,,,,,,,,,"(55.444867, -119.170033)"
October 26 2012,20122207,External,Fracturing Incident,Fracturing Operation,Release,08-17-049-06W5,0,0,8,17,49,6,5,443895,Well Licence,October 29 2012,02/04/2013 12:00:00 AM,Oil Well,PEMBINA,Drayton Valley,0G30,ARC Resources Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/29/2012 12:00:00 AM,,,,,,,,Frac Water,0.1,,m3,,,,,,,,,,,,,"(53.226967, -114.833683)"
October 26 2012,20122205,Unknown,Unknown,Fracturing Operation,Release,02-20-049-06W5,0,0,2,20,49,6,5,448543,Well Licence,October 29 2012,02/04/2013 12:00:00 AM,Suspended Well,PEMBINA,Drayton Valley,0G30,ARC Resources Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/29/2012 12:00:00 AM,,,,,,,,Frac Water,0.1,,m3,,,,,,,,,,,,,"(53.237833, -114.839733)"
October 25 2012,20122175,Operator Error,Oversight,Mud Tanks,Release,03-08-003-18W4,0,0,3,8,3,18,4,448985,Well Licence,October 25 2012,02/01/2013 12:00:00 AM,Oil Well,,Medicine Hat,A2PJ,Deethree Exploration Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/25/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),3,3,m3,Waste,0,1.5,m3,,,,,,,,,"(49.190117, -112.396067)"
October 25 2012,20122176,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,14-31-048-08W5,,,14,31,48,8,5,309584,Well Licence,October 25 2012,,Oil Well,PEMBINA,Drayton Valley,A65L,Sinopec Daylight Energy Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(53.1905, -115.16265)"
October 25 2012,20122173,Operator Error,Accidental,Tank Overflow,Release,14-23-110-07W6,0,0,14,23,110,7,6,444934,Well Licence,October 25 2012,,Suspended Well,RAINBOW,High Level,0R46,Husky Oil Operations Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/25/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),5,3.5,m3,,,,,,,,,,,,,"(58.570433, -119.050033)"
October 25 2012,20122180,Operator Error,Oversight,Operator Error,Release,04-22-039-04W5,0,0,4,22,39,4,5,169066,Well Licence,October 25 2012,11/26/2012 12:00:00 AM,Gas Well,MEDRIV,Red Deer,0TM9,NAL Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/25/2012 12:00:00 AM,,,,,,,,Emulsifiers,3.3,0.5,m3,,,,,,,,,,,,,"(52.3648, -114.502483)"
October 25 2012,20122174,Equipment Failure,Malfunction,Valve Failure,Release,07-20-055-05W4,0,0,7,20,55,5,4,103187,Well Licence,October 25 2012,11/14/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/25/2012 12:00:00 AM,,,,,,,,Crude Bitumen,25,24,m3,Waste,0,89.5,m3,,,,,,,,,"(53.763967, -110.707483)"
October 24 2012,20122165,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,14-15-053-01W4,0,0,14,15,53,1,4,444778,Well Licence,October 24 2012,10/29/2012 12:00:00 AM,Oil Well,MARW,Bonnyville,0R46,Husky Oil Operations Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,10/24/2012 12:00:00 AM,,,,,,,,Crude Bitumen,1.5,1.5,m3,Waste,0,59.5,m3,,,,,,,,,"(53.582167, -110.069967)"
October 23 2012,20122163,Equipment Failure,Malfunction,Equipment Failure,Release,04-29-110-07W6,0,0,4,29,110,7,6,121255,Well Licence,October 23 2012,,Oil Well,RAINBOW,High Level,0R46,Husky Oil Operations Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Crude Oil,20,,m3,,,,,,,,,,,,,"(58.574083, -119.14075)"
October 23 2012,20122162,Equipment Failure,Malfunction,Equipment Failure,Release,13-32-086-12W5,0,0,13,32,86,12,5,369326,Well Licence,October 23 2012,12/05/2012 12:00:00 AM,Oil Well,EVI,St. Albert,A177,Arsenal Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/23/2012 12:00:00 AM,,,,,,,,Crude Oil,3,1.2,m3,Salt/Produced Water,17,29.3,m3,Waste,0,10.5,m3,,,,,"(56.506367, -115.86935)"
October 21 2012,20122147,Equipment Failure,Defect,Valve Failure,Release,03-33-012-05W4,0,0,3,33,12,5,4,447589,Well Licence,October 21 2012,12/21/2012 12:00:00 AM,Suspended Well,MEDHAT,Medicine Hat,0PG9,Response Energy Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/21/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),1,0,103m3,Process Water,0.1,0,m3,,,,,,,,,"(50.034833, -110.63315)"
October 20 2012,20122146,Equipment Failure,Mechanical/Strctural,Valve Leak,Release,06-13-015-19W4,0,0,6,13,15,19,4,182992,Well Licence,October 20 2012,12/11/2012 12:00:00 AM,Service Well,LBOW,Midnapore,A5KB,Ashton Oil & Gas Ltd.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/20/2012 12:00:00 AM,,,,,,,,Process Water,6,4.5,m3,Waste,0,190.9,m3,,,,,,,,,"(50.257283, -112.493167)"
October 19 2012,20122143,Equipment Failure,Malfunction,Equipment Failure,Release,13-27-053-23W5,0,0,13,27,53,23,5,445719,Well Licence,October 19 2012,01/25/2013 12:00:00 AM,Gas Well,OBED,Drayton Valley,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,01/25/2013 12:00:00 AM,,,,,,,,Waste,0,2142,m3,Frac Oil,3,2,m3,,,,,,,,,"(53.611767, -117.315133)"
October 18 2012,20122145,Equipment Failure,Mechanical/Strctural,Valve Leak,Release,07-28-051-26W4,,,7,28,51,26,4,1949,Well Licence,October 19 2012,10/30/2012 12:00:00 AM,Gas Well,LEDUC-WB,St. Albert,A637,NEP Canada ULC,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(53.430533, -113.772017)"
October 17 2012,20122139,Equipment Failure,Defect,Valve Leak,Release,14-14-034-03W5,0,0,14,14,34,3,5,112084,Well Licence,October 17 2012,10/24/2012 12:00:00 AM,Oil Well,GARR,Red Deer,A2J6,Crescent Point Energy Corp.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/18/2012 12:00:00 AM,,,,,,,,Crude Oil,1,0.7,m3,Waste,0,9,m3,,,,,,,,,"(51.924217, -114.323483)"
October 17 2012,20122128,Operator Error,Oversight,Operator Error,Release,16-34-050-02W4,,,16,34,50,2,4,193141,Well Licence,October 17 2012,11/13/2012 12:00:00 AM,Oil Well,LLOYD,Wainwright,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/17/2012 12:00:00 AM,,,,,,,,Waste,0,6.2,m3,Crude Oil,3,3,m3,,,,,,,,,"(53.36335, -110.203767)"
October 15 2012,20122120,Operator Error,Oversight,Fracturing Operation,Release,13-34-048-04W5,,,13,34,48,4,5,447701,Well Licence,October 15 2012,,Suspended Well,PEMBINA,Drayton Valley,A5YN,Spartan Oil Corp.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Frac Water,0.1,,m3,,,,,,,,,,,,,"(53.1905, -114.510533)"
October 15 2012,20122121,Operator Error,Oversight,Fracturing Operation,Release,13-34-048-04W5,,,13,34,48,4,5,443959,Well Licence,October 15 2012,,Oil Well,PEMBINA,Drayton Valley,A5YN,Spartan Oil Corp.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Frac Water,0.1,,m3,,,,,,,,,,,,,"(53.1905, -114.510533)"
